28334882,brain,"While several studies have shown that focal lesions affect the communication between structurally normal regions of the brain, and that these changes may correlate with behavioural deficits, their impact on brain's information processing capacity is currently unknown. Here we test the hypothesis that focal lesions decrease the brain's information processing capacity, of which changes in functional connectivity may be a measurable correlate. To measure processing capacity, we turned to whole brain computational modelling to estimate the integration and segregation of information in brain networks. First, we measured functional connectivity between different brain areas with resting state functional magnetic resonance imaging in healthy subjects (n = 26), and subjects who had suffered a cortical stroke (n = 36). We then used a whole-brain network model that coupled average excitatory activities of local regions via anatomical connectivity. Model parameters were optimized in each healthy or stroke participant to maximize correlation between model and empirical functional connectivity, so that the model's effective connectivity was a veridical representation of healthy or lesioned brain networks. Subsequently, we calculated two model-based measures: 'integration', a graph theoretical measure obtained from functional connectivity, which measures the connectedness of brain networks, and 'information capacity', an information theoretical measure that cannot be obtained empirically, representative of the segregative ability of brain networks to encode distinct stimuli. We found that both measures were decreased in stroke patients, as compared to healthy controls, particularly at the level of resting-state networks. Furthermore, we found that these measures, especially information capacity, correlate with measures of behavioural impairment and the segregation of resting-state networks empirically measured. This study shows that focal lesions affect the brain's ability to represent stimuli and task states, and that information capacity measured through whole brain models is a theory-driven measure of processing capacity that could be used as a biomarker of injury for outcome prediction or target for rehabilitation intervention."
28666351,brain,"Recent advances in functional neuroimaging have demonstrated novel potential for informing diagnosis and prognosis in the unresponsive wakeful syndrome and minimally conscious states. However, these technologies come with considerable expense and difficulty, limiting the possibility of wider clinical application in patients. Here, we show that high density electroencephalography, collected from 104 patients measured at rest, can provide valuable information about brain connectivity that correlates with behaviour and functional neuroimaging. Using graph theory, we visualize and quantify spectral connectivity estimated from electroencephalography as a dense brain network. Our findings demonstrate that key quantitative metrics of these networks correlate with the continuum of behavioural recovery in patients, ranging from those diagnosed as unresponsive, through those who have emerged from minimally conscious, to the fully conscious locked-in syndrome. In particular, a network metric indexing the presence of densely interconnected central hubs of connectivity discriminated behavioural consciousness with accuracy comparable to that achieved by expert assessment with positron emission tomography. We also show that this metric correlates strongly with brain metabolism. Further, with classification analysis, we predict the behavioural diagnosis, brain metabolism and 1-year clinical outcome of individual patients. Finally, we demonstrate that assessments of brain networks show robust connectivity in patients diagnosed as unresponsive by clinical consensus, but later rediagnosed as minimally conscious with the Coma Recovery Scale-Revised. Classification analysis of their brain network identified each of these misdiagnosed patients as minimally conscious, corroborating their behavioural diagnoses. If deployed at the bedside in the clinical context, such network measurements could complement systematic behavioural assessment and help reduce the high misdiagnosis rate reported in these patients. These metrics could also identify patients in whom further assessment is warranted using neuroimaging or conventional clinical evaluation. Finally, by providing objective characterization of states of consciousness, repeated assessments of network metrics could help track individual patients longitudinally, and also assess their neural responses to therapeutic and pharmacological interventions."
29053775,brain,"Brain magnetic resonance imaging is an important tool in the diagnosis and monitoring of multiple sclerosis patients. However, magnetic resonance imaging alone provides limited information for predicting an individual patient's disability progression. In part, this is because magnetic resonance imaging lacks sensitivity and specificity for detecting chronic diffuse and multi-focal inflammation mediated by activated microglia/macrophages. The aim of this study was to test for an association between 18 kDa translocator protein brain positron emission tomography signal, which arises largely from microglial activation, and measures of subsequent disease progression in multiple sclerosis patients. Twenty-one patients with multiple sclerosis (seven with secondary progressive disease and 14 with a relapsing remitting disease course) underwent T1- and T2-weighted and magnetization transfer magnetic resonance imaging at baseline and after 1 year. Positron emission tomography scanning with the translocator protein radioligand 11C-PBR28 was performed at baseline. Brain tissue and lesion volumes were segmented from the T1- and T2-weighted magnetic resonance imaging and relative 11C-PBR28 uptake in the normal-appearing white matter was estimated as a distribution volume ratio with respect to a caudate pseudo-reference region. Normal-appearing white matter distribution volume ratio at baseline was correlated with enlarging T2-hyperintense lesion volumes over the subsequent year (ρ = 0.59, P = 0.01). A post hoc analysis showed that this association reflected behaviour in the subgroup of relapsing remitting patients (ρ = 0.74, P = 0.008). By contrast, in the subgroup of secondary progressive patients, microglial activation at baseline was correlated with later progression of brain atrophy (ρ = 0.86, P = 0.04). A regression model including the baseline normal-appearing white matter distribution volume ratio, T2 lesion volume and normal-appearing white matter magnetization transfer ratio for all of the patients combined explained over 90% of the variance in enlarging lesion volume over the subsequent 1 year. Glial activation in white matter assessed by translocator protein PET significantly improves predictions of white matter lesion enlargement in relapsing remitting patients and is associated with greater brain atrophy in secondary progressive disease over a period of short term follow-up."
28364550,brain,"See Lytton (doi:10.1093/awx018) for a scientific commentary on this article.Neural network oscillations are a fundamental mechanism for cognition, perception and consciousness. Consequently, perturbations of network activity play an important role in the pathophysiology of brain disorders. When structural information from non-invasive brain imaging is merged with mathematical modelling, then generative brain network models constitute personalized in silico platforms for the exploration of causal mechanisms of brain function and clinical hypothesis testing. We here demonstrate with the example of drug-resistant epilepsy that patient-specific virtual brain models derived from diffusion magnetic resonance imaging have sufficient predictive power to improve diagnosis and surgery outcome. In partial epilepsy, seizures originate in a local network, the so-called epileptogenic zone, before recruiting other close or distant brain regions. We create personalized large-scale brain networks for 15 patients and simulate the individual seizure propagation patterns. Model validation is performed against the presurgical stereotactic electroencephalography data and the standard-of-care clinical evaluation. We demonstrate that the individual brain models account for the patient seizure propagation patterns, explain the variability in postsurgical success, but do not reliably augment with the use of patient-specific connectivity. Our results show that connectome-based brain network models have the capacity to explain changes in the organization of brain activity as observed in some brain disorders, thus opening up avenues towards discovery of novel clinical interventions."
28082298,brain,"SEE MCKAY AND FURL DOI101093/AWW323 FOR A SCIENTIFIC COMMENTARY ON THIS ARTICLE: Focal brain injury can sometimes lead to bizarre symptoms, such as the delusion that a family member has been replaced by an imposter (Capgras syndrome). How a single brain lesion could cause such a complex disorder is unclear, leading many to speculate that concurrent delirium, psychiatric disease, dementia, or a second lesion is required. Here we instead propose that Capgras and other delusional misidentification syndromes arise from single lesions at unique locations within the human brain connectome. This hypothesis is motivated by evidence that symptoms emerge from sites functionally connected to a lesion location, not just the lesion location itself. First, 17 cases of lesion-induced delusional misidentifications were identified and lesion locations were mapped to a common brain atlas. Second, lesion network mapping was used to identify brain regions functionally connected to the lesion locations. Third, regions involved in familiarity perception and belief evaluation, two processes thought to be abnormal in delusional misidentifications, were identified using meta-analyses of previous functional magnetic resonance imaging studies. We found that all 17 lesion locations were functionally connected to the left retrosplenial cortex, the region most activated in functional magnetic resonance imaging studies of familiarity. Similarly, 16 of 17 lesion locations were functionally connected to the right frontal cortex, the region most activated in functional magnetic resonance imaging studies of expectation violation, a component of belief evaluation. This connectivity pattern was highly specific for delusional misidentifications compared to four other lesion-induced neurological syndromes (P < 0.0001). Finally, 15 lesions causing other types of delusions were connected to expectation violation (P < 0.0001) but not familiarity regions, demonstrating specificity for delusion content. Our results provide potential neuroanatomical correlates for impaired familiarity perception and belief evaluation in patients with delusional misidentifications. More generally, we demonstrate a mechanism by which a single lesion can cause a complex neuropsychiatric syndrome based on that lesion's unique pattern of functional connectivity, without the need for pre-existing or hidden pathology."
21177252,brain,"Manganese (Mn) is an essential nutrient with potential neurotoxic effects. Mn deposited in the nose is apparently transported to the brain through anterograde axonal transport, bypassing the blood-brain barrier. However, the role of the olfactory epithelial cells in Mn transport from the nasal cavity to the blood and brain is not well understood. We utilized the methyl bromide (MeBr) lesion model wherein the olfactory epithelium fully regenerates in a time-dependent and cell type-specific manner over the course of 6-8 weeks postinjury. We instilled (54)MnCl(2) intranasally at different recovery periods to study the role of specific olfactory epithelial cell types in Mn transport. (54)MnCl(2) was instilled at 2, 4, 7, 21, and 56 days post-MeBr treatment. (54)Mn concentrations in the blood were measured over the first 4-h period and in the brain and other tissues at 7 days postinstillation. Age-matched control rats were similarly studied at 2 and 56 days. Blood and tissue (54)Mn levels were reduced initially but returned to control values by day 7 post-MeBr exposure, coinciding with the reestablishment of sustentacular cells. Brain (54)Mn levels also decreased but returned to control levels only by 21 days, the period near the completion of neuronal regeneration/bulbar reinnervation. Our data show that Mn transport to the blood and brain temporally correlated with olfactory epithelial regeneration post-MeBr injury. We conclude that (1) sustentacular cells are necessary for Mn transport to the blood and (2) intact axonal projections are required for Mn transport from the nasal cavity to the olfactory bulb and brain."
29050398,brain,"De novo in-frame deletions and duplications in the SPTAN1 gene, encoding the non-erythrocyte αII spectrin, have been associated with severe West syndrome with hypomyelination and pontocerebellar atrophy. We aimed at comprehensively delineating the phenotypic spectrum associated with SPTAN1 mutations. Using different molecular genetic techniques, we identified 20 patients with a pathogenic or likely pathogenic SPTAN1 variant and reviewed their clinical, genetic and imaging data. SPTAN1 de novo alterations included seven unique missense variants and nine in-frame deletions/duplications of which 12 were novel. The recurrent three-amino acid duplication p.(Asp2303_Leu2305dup) occurred in five patients. Our patient cohort exhibited a broad spectrum of neurodevelopmental phenotypes, comprising six patients with mild to moderate intellectual disability, with or without epilepsy and behavioural disorders, and 14 patients with infantile epileptic encephalopathy, of which 13 had severe neurodevelopmental impairment and four died in early childhood. Imaging studies suggested that the severity of neurological impairment and epilepsy correlates with that of structural abnormalities as well as the mutation type and location. Out of seven patients harbouring mutations outside the α/β spectrin heterodimerization domain, four had normal brain imaging and three exhibited moderately progressive brain and/or cerebellar atrophy. Twelve of 13 patients with mutations located within the spectrin heterodimer contact site exhibited severe and progressive brain, brainstem and cerebellar atrophy, with hypomyelination in most. We used fibroblasts from five patients to study spectrin aggregate formation by Triton-X extraction and immunocytochemistry followed by fluorescence microscopy. αII/βII aggregates and αII spectrin in the insoluble protein fraction were observed in fibroblasts derived from patients with the mutations p.(Glu2207del), p.(Asp2303_Leu2305dup) and p.(Arg2308_Met2309dup), all falling in the nucleation site of the α/β spectrin heterodimer region. Molecular modelling of the seven SPTAN1 amino acid changes provided preliminary evidence for structural alterations of the A-, B- and/or C-helices within each of the mutated spectrin repeats. We conclude that SPTAN1-related disorders comprise a wide spectrum of neurodevelopmental phenotypes ranging from mild to severe and progressive. Spectrin aggregate formation in fibroblasts with mutations in the α/β heterodimerization domain seems to be associated with a severe neurodegenerative course and suggests that the amino acid stretch from Asp2303 to Met2309 in the α20 repeat is important for α/β spectrin heterodimer formation and/or αII spectrin function."
27401522,brain,"Early nutritional deprivation might cause irreversible damage to the brain. Prenatal exposure to undernutrition has been shown to be associated with increased central nervous system anomalies at birth and decreased cognitive function in adulthood. Little is known about the potential effect on the brain in older age. We investigated brain size and structure at age 68 years after prenatal famine exposure. T1-weighted structural magnetic resonance images of the brain were made in 118 Dutch famine birth cohort members. Of these 118 (44% male, age range 65-69 years), 41 had been exposed to famine in early gestation and 77 had been prenatally unexposed. Structural volumes were automatically assessed using FreeSurfer. Diffusion tensor imaging was performed and anisotropy and diffusivity were computed. Fluid attenuated inversion recovery was performed to assess white matter hyperintensities. Exposure to famine in early gestation was associated with smaller intracranial volume in males, but not females. Volumes of total brain, grey and white matter were also smaller in early exposed males, but these differences disappeared after adjusting for intracranial volume. Prenatally exposed males but not females, had a smaller intracranial and total brain volume compared to unexposed subjects. Our findings show that prenatal undernutrition permanently affected brain size.media-1vid110.1093/brain/aww132_video_abstractaww132_video_abstract."
29050386,brain,"See Jellinger (doi:10.1093/awx190) for a scientific commentary on this article. The enzyme monoamine oxidases (B and A subtypes, encoded by MAOB and MAOA, respectively) are drug targets in the treatment of Parkinson's disease. Inhibitors of MAOB are used clinically in Parkinson's disease for symptomatic purposes whereas the potential disease-modifying effect of monoamine oxidase inhibitors is debated. As astroglial cells express high levels of MAOB, the enzyme has been proposed as a brain imaging marker of astrogliosis, a cellular process possibly involved in Parkinson's disease pathogenesis as elevation of MAOB in astrocytes might be harmful. Since brain monoamine oxidase status in Parkinson's disease is uncertain, our objective was to measure, by quantitative immunoblotting in autopsied brain homogenates, protein levels of both monoamine oxidases in three different degenerative parkinsonian disorders: Parkinson's disease (n = 11), multiple system atrophy (n = 11), and progressive supranuclear palsy (n = 16) and in matched controls (n = 16). We hypothesized that if MAOB is 'substantially' localized to astroglial cells, MAOB levels should be generally associated with standard astroglial protein measures (e.g. glial fibrillary acidic protein). MAOB levels were increased in degenerating putamen (+83%) and substantia nigra (+10%, non-significant) in multiple system atrophy; in caudate (+26%), putamen (+27%), frontal cortex (+31%) and substantia nigra (+23%) of progressive supranuclear palsy; and in frontal cortex (+33%), but not in substantia nigra of Parkinson's disease, a region we previously reported no increase in astrocyte protein markers. Although the magnitude of MAOB increase was less than those of standard astrocytic markers, significant positive correlations were observed amongst the astrocyte proteins and MAOB. Despite suggestions that MAOA (versus MAOB) is primarily responsible for metabolism of dopamine in dopamine neurons, there was no loss of the enzyme in the parkinsonian substantia nigra; instead, increased nigral levels of a MAOA fragment and 'turnover' of the enzyme were observed in the conditions. Our findings provide support that MAOB might serve as a biochemical imaging marker, albeit not entirely specific, for astrocyte activation in human brain. The observation that MAOB protein concentration is generally increased in degenerating brain areas in multiple system atrophy (especially putamen) and in progressive supranuclear palsy, but not in the nigra in Parkinson's disease, also distinguishes astrocyte behaviour in Parkinson's disease from that in the two 'Parkinson-plus' conditions. The question remains whether suppression of either MAOB in astrocytes or MAOA in dopamine neurons might influence progression of the parkinsonian disorders."
26912649,brain,"White matter hyperintensities are associated with increased risk of dementia and cognitive decline. The current study investigates the relationship between white matter hyperintensities burden and patterns of brain atrophy associated with brain ageing and Alzheimer's disease in a large populatison-based sample (n = 2367) encompassing a wide age range (20-90 years), from the Study of Health in Pomerania. We quantified white matter hyperintensities using automated segmentation and summarized atrophy patterns using machine learning methods resulting in two indices: the SPARE-BA index (capturing age-related brain atrophy), and the SPARE-AD index (previously developed to capture patterns of atrophy found in patients with Alzheimer's disease). A characteristic pattern of age-related accumulation of white matter hyperintensities in both periventricular and deep white matter areas was found. Individuals with high white matter hyperintensities burden showed significantly (P < 0.0001) lower SPARE-BA and higher SPARE-AD values compared to those with low white matter hyperintensities burden, indicating that the former had more patterns of atrophy in brain regions typically affected by ageing and Alzheimer's disease dementia. To investigate a possibly causal role of white matter hyperintensities, structural equation modelling was used to quantify the effect of Framingham cardiovascular disease risk score and white matter hyperintensities burden on SPARE-BA, revealing a statistically significant (P < 0.0001) causal relationship between them. Structural equation modelling showed that the age effect on SPARE-BA was mediated by white matter hyperintensities and cardiovascular risk score each explaining 10.4% and 21.6% of the variance, respectively. The direct age effect explained 70.2% of the SPARE-BA variance. Only white matter hyperintensities significantly mediated the age effect on SPARE-AD explaining 32.8% of the variance. The direct age effect explained 66.0% of the SPARE-AD variance. Multivariable regression showed significant relationship between white matter hyperintensities volume and hypertension (P = 0.001), diabetes mellitus (P = 0.023), smoking (P = 0.002) and education level (P = 0.003). The only significant association with cognitive tests was with the immediate recall of the California verbal and learning memory test. No significant association was present with the APOE genotype. These results support the hypothesis that white matter hyperintensities contribute to patterns of brain atrophy found in beyond-normal brain ageing in the general population. White matter hyperintensities also contribute to brain atrophy patterns in regions related to Alzheimer's disease dementia, in agreement with their known additive role to the likelihood of dementia. Preventive strategies reducing the odds to develop cardiovascular disease and white matter hyperintensities could decrease the incidence or delay the onset of dementia."
